-9.998207123043275635e-01,-1.893523824162574032e-02,5.448831829968968886e-03,-1.854054212570190430e+00
-9.978713207621219272e-01,6.521370408478836811e-02,-8.286531522554696494e-01,-1.604495763778686523e+00
-9.715292857164977702e-01,2.369194947554792152e-01,-1.284181871762777538e+00,1.756433248519897461e+00
-9.570269674250415637e-01,2.899989372760328754e-01,1.137156199574790860e-01,-1.513186216354370117e+00
-9.608514300717553303e-01,2.770641249405317863e-01,7.451805915548312398e-02,1.243084818124771118e-01
-9.792247295630933657e-01,2.027780289185358575e-01,7.133622488154607311e-01,-9.056228399276733398e-02
-9.980704112801450645e-01,6.209230328375779651e-02,1.030423336530180256e+00,7.854426503181457520e-01
-9.912257686299575932e-01,-1.321797095016850887e-01,1.384770511328896170e+00,-1.941793084144592285e+00
-9.766347238656428731e-01,-2.149060635251586193e-01,1.190536935888306669e-01,6.743338108062744141e-01
-9.767354379310277945e-01,-2.144478591398931155e-01,-6.524082076518766815e-02,6.823245435953140259e-02
-9.867438111186869198e-01,-1.622857086097512780e-01,-4.880277207577131682e-01,1.541142761707305908e-01
-9.979062519006253185e-01,-6.467698522384734972e-02,-7.155985405177933689e-01,6.745262145996093750e-01
-9.997581349348273472e-01,2.199253581639869573e-02,-4.859757512550934022e-01,7.478328347206115723e-01
-9.985489400327384191e-01,5.385178139574090667e-02,-6.511958106662305013e-02,1.376853704452514648e+00
-9.999628710376755603e-01,-8.617223804046419966e-03,6.462010558413341377e-01,-1.228370331227779388e-02
-9.951690012367506721e-01,-9.817667226713380768e-02,5.507820637666241970e-01,1.466836929321289062e+00
-9.760150873837567520e-01,-2.177028920324159400e-01,9.077288670516191482e-01,-1.771016120910644531e-01
-9.571402539233841988e-01,-2.896248164772480815e-01,2.677245002190362100e-01,-2.448312342166900635e-01
-9.668590963017869022e-01,-2.553105714585510166e-01,-4.864429976035508640e-01,-1.772751331329345703e+00
-9.984508637951614585e-01,-5.564056601703418203e-02,-1.739340384994643607e+00,1.103539109230041504e+00
-9.878053610939953044e-01,1.556938296592435822e-01,-1.193262264563719643e+00,9.154691100120544434e-01
-9.682397746272968231e-01,2.500234765570654161e-01,-3.378894720955548103e-01,1.415589928627014160e+00
-9.830086336826777682e-01,1.835593258467545785e-01,8.404298319585443711e-01,5.375769138336181641e-01
-9.999992324267975574e-01,1.239010014364786295e-03,1.370766352208771410e+00,1.629558682441711426e+00
-9.649472290042933054e-01,-2.624439849509527800e-01,1.918782212806472875e+00,1.141705036163330078e+00
-8.615562926238455876e-01,-5.076620476658213477e-01,1.644987933612370501e+00,4.580003321170806885e-01
-7.789632903098937522e-01,-6.270695275243282074e-01,5.946815209542226643e-01,-2.649823427200317383e-01
-8.172169825224230300e-01,-5.763301167533636526e-01,-9.278393588478555110e-01,-1.802369236946105957e+00
-9.622138734875793631e-01,-2.722948065388479111e-01,-2.856932118427197853e+00,1.028680801391601562e+00
-9.893015601428176709e-01,1.458849652945322928e-01,-2.686743160019793741e+00,-3.630380928516387939e-01
-8.707413083948778443e-01,4.917413688665782656e-01,-2.241417280792682654e+00,-2.064438015222549438e-01
-7.400588806241158446e-01,6.725420828538394291e-01,-1.062076452031448293e+00,9.956527948379516602e-01
-7.651698462917775334e-01,6.438284758581415135e-01,9.146073768735873966e-01,-8.794313073158264160e-01
-8.937990186365802892e-01,4.484677405168469022e-01,1.843990438558944733e+00,1.682401895523071289e+00
-9.995585296821699606e-01,2.971103733662870325e-02,3.336405386294530206e+00,-6.549119353294372559e-01
-9.114286232881882999e-01,-4.114582173817868949e-01,2.752393985216833094e+00,4.555850923061370850e-01
